date,brick_low,brick_high,direction,trend
2021-07-30,2373.710391574437,2437.8612162272148,up,9
2021-07-31,2437.8612162272148,2502.0120408799926,up,10
2021-08-02,2502.0120408799926,2566.1628655327704,up,11
2021-08-04,2566.1628655327704,2630.3136901855482,up,12
2021-08-04,2630.3136901855482,2694.464514838326,up,13
2021-08-05,2694.464514838326,2758.615339491104,up,14
2021-08-05,2758.615339491104,2822.7661641438817,up,15
2021-08-06,2822.7661641438817,2886.9169887966596,up,16
2021-08-07,2886.9169887966596,2951.0678134494374,up,17
2021-08-07,2951.0678134494374,3015.218638102215,up,18
2021-08-07,3015.218638102215,3079.369462754993,up,19
2021-08-07,3079.369462754993,3143.520287407771,up,20
2021-08-08,3015.218638102215,3079.369462754993,down,1
2021-08-09,3079.369462754993,3143.520287407771,up,20
2021-08-13,3143.520287407771,3207.6711120605487,up,21
2021-08-13,3207.6711120605487,3271.8219367133265,up,22
2021-08-17,3143.520287407771,3207.6711120605487,down,1
2021-08-17,3079.369462754993,3143.520287407771,down,2
2021-08-17,3015.218638102215,3079.369462754993,down,3
2021-08-19,3079.369462754993,3143.520287407771,up,1
2021-08-20,3143.520287407771,3207.6711120605487,up,2
2021-08-20,3207.6711120605487,3271.8219367133265,up,3
2021-08-26,3143.520287407771,3207.6711120605487,down,1
2021-08-31,3207.6711120605487,3271.8219367133265,up,1
2021-08-31,3271.8219367133265,3335.9727613661044,up,2
2021-08-31,3335.9727613661044,3400.123586018882,up,3
2021-09-01,3400.123586018882,3464.27441067166,up,4
2021-09-01,3464.27441067166,3528.425235324438,up,5
2021-09-01,3528.425235324438,3592.5760599772157,up,6
2021-09-01,3592.5760599772157,3656.7268846299935,up,7
2021-09-01,3656.7268846299935,3720.8777092827713,up,8
2021-09-01,3720.8777092827713,3785.028533935549,up,9
2021-09-03,3785.028533935549,3849.179358588327,up,10
2021-09-03,3849.179358588327,3913.330183241105,up,11
2021-09-07,3785.028533935549,3849.179358588327,down,1
2021-09-07,3720.8777092827713,3785.028533935549,down,2
2021-09-07,3656.7268846299935,3720.8777092827713,down,3
2021-09-07,3592.5760599772157,3656.7268846299935,down,4
2021-09-07,3528.425235324438,3592.5760599772157,down,5
2021-09-07,3464.27441067166,3528.425235324438,down,6
2021-09-10,3400.123586018882,3464.27441067166,down,7
2021-09-10,3335.9727613661044,3400.123586018882,down,8
2021-09-10,3271.8219367133265,3335.9727613661044,down,9
2021-09-12,3335.9727613661044,3400.123586018882,up,1
2021-09-15,3400.123586018882,3464.27441067166,up,2
2021-09-15,3464.27441067166,3528.425235324438,up,3
2021-09-15,3528.425235324438,3592.5760599772157,up,4
2021-09-17,3464.27441067166,3528.425235324438,down,1
2021-09-17,3400.123586018882,3464.27441067166,down,2
2021-09-19,3335.9727613661044,3400.123586018882,down,3
2021-09-20,3271.8219367133265,3335.9727613661044,down,4
2021-09-20,3207.6711120605487,3271.8219367133265,down,5
2021-09-20,3143.520287407771,3207.6711120605487,down,6
2021-09-20,3079.369462754993,3143.520287407771,down,7
2021-09-20,3015.218638102215,3079.369462754993,down,8
2021-09-21,2951.0678134494374,3015.218638102215,down,9
2021-09-21,2886.9169887966596,2951.0678134494374,down,10
2021-09-21,2822.7661641438817,2886.9169887966596,down,11
2021-09-22,2886.9169887966596,2951.0678134494374,up,1
2021-09-22,2951.0678134494374,3015.218638102215,up,2
2021-09-23,3015.218638102215,3079.369462754993,up,3
2021-09-23,3079.369462754993,3143.520287407771,up,4
2021-09-24,3015.218638102215,3079.369462754993,down,1
2021-09-24,2951.0678134494374,3015.218638102215,down,2
2021-09-28,2886.9169887966596,2951.0678134494374,down,3
2021-09-28,2822.7661641438817,2886.9169887966596,down,4
2021-09-30,2886.9169887966596,2951.0678134494374,up,1
2021-10-01,2951.0678134494374,3015.218638102215,up,2
2021-10-01,3015.218638102215,3079.369462754993,up,3
2021-10-01,3079.369462754993,3143.520287407771,up,4
2021-10-01,3143.520287407771,3207.6711120605487,up,5
2021-10-01,3207.6711120605487,3271.8219367133265,up,6
2021-10-02,3271.8219367133265,3335.9727613661044,up,7
2021-10-03,3335.9727613661044,3400.123586018882,up,8
2021-10-05,3400.123586018882,3464.27441067166,up,9
2021-10-06,3464.27441067166,3528.425235324438,up,10
2021-10-13,3528.425235324438,3592.5760599772157,up,11
2021-10-14,3592.5760599772157,3656.7268846299935,up,12
2021-10-14,3656.7268846299935,3720.8777092827713,up,13
2021-10-14,3720.8777092827713,3785.028533935549,up,14
2021-10-15,3785.028533935549,3849.179358588327,up,15
2021-10-20,3849.179358588327,3913.330183241105,up,16
2021-10-20,3913.330183241105,3977.4810078938826,up,17
2021-10-20,3977.4810078938826,4041.6318325466605,up,18
2021-10-20,4041.6318325466605,4105.782657199438,up,19
2021-10-22,3977.4810078938826,4041.6318325466605,down,1
2021-10-23,4041.6318325466605,4105.782657199438,up,19
2021-10-23,4105.782657199438,4169.933481852216,up,20
2021-10-27,4041.6318325466605,4105.782657199438,down,1
2021-10-27,3977.4810078938826,4041.6318325466605,down,2
2021-10-28,4041.6318325466605,4105.782657199438,up,19
2021-10-28,4105.782657199438,4169.933481852216,up,20
2021-10-28,4169.933481852216,4234.084306504993,up,21
2021-10-29,4234.084306504993,4298.23513115777,up,22
2021-10-29,4298.23513115777,4362.385955810548,up,23
2021-11-02,4362.385955810548,4426.536780463325,up,24
2021-11-02,4426.536780463325,4490.6876051161025,up,25
2021-11-02,4490.6876051161025,4554.83842976888,up,26
2021-11-07,4554.83842976888,4618.989254421657,up,27
2021-11-08,4618.989254421657,4683.140079074435,up,28
2021-11-08,4683.140079074435,4747.290903727212,up,29
2021-11-08,4747.290903727212,4811.441728379989,up,30
2021-11-10,4683.140079074435,4747.290903727212,down,1
2021-11-15,4618.989254421657,4683.140079074435,down,2
2021-11-16,4554.83842976888,4618.989254421657,down,3
2021-11-16,4490.6876051161025,4554.83842976888,down,4
2021-11-16,4426.536780463325,4490.6876051161025,down,5
2021-11-16,4362.385955810548,4426.536780463325,down,6
2021-11-16,4298.23513115777,4362.385955810548,down,7
2021-11-16,4234.084306504993,4298.23513115777,down,8
2021-11-18,4169.933481852216,4234.084306504993,down,9
2021-11-18,4105.782657199438,4169.933481852216,down,10
2021-11-18,4041.6318325466605,4105.782657199438,down,11
2021-11-19,4105.782657199438,4169.933481852216,up,1
2021-11-19,4169.933481852216,4234.084306504993,up,2
2021-11-19,4234.084306504993,4298.23513115777,up,3
2021-11-20,4298.23513115777,4362.385955810548,up,4
2021-11-22,4234.084306504993,4298.23513115777,down,1
2021-11-22,4169.933481852216,4234.084306504993,down,2
2021-11-22,4105.782657199438,4169.933481852216,down,3
2021-11-23,4169.933481852216,4234.084306504993,up,1
2021-11-23,4234.084306504993,4298.23513115777,up,2
2021-11-26,4169.933481852216,4234.084306504993,down,1
2021-11-26,4105.782657199438,4169.933481852216,down,2
2021-11-26,4041.6318325466605,4105.782657199438,down,3
2021-11-28,4105.782657199438,4169.933481852216,up,1
2021-11-28,4169.933481852216,4234.084306504993,up,2
2021-11-29,4234.084306504993,4298.23513115777,up,3
2021-11-29,4298.23513115777,4362.385955810548,up,4
2021-11-29,4362.385955810548,4426.536780463325,up,5
2021-11-30,4426.536780463325,4490.6876051161025,up,6
2021-11-30,4490.6876051161025,4554.83842976888,up,7
2021-11-30,4554.83842976888,4618.989254421657,up,8
2021-12-03,4490.6876051161025,4554.83842976888,down,1
2021-12-03,4426.536780463325,4490.6876051161025,down,2
2021-12-03,4362.385955810548,4426.536780463325,down,3
2021-12-03,4298.23513115777,4362.385955810548,down,4
2021-12-03,4234.084306504993,4298.23513115777,down,5
2021-12-04,4169.933481852216,4234.084306504993,down,6
2021-12-06,4234.084306504993,4298.23513115777,up,1
2021-12-08,4298.23513115777,4362.385955810548,up,2
2021-12-08,4362.385955810548,4426.536780463325,up,3
2021-12-09,4298.23513115777,4362.385955810548,down,1
2021-12-09,4234.084306504993,4298.23513115777,down,2
2021-12-09,4169.933481852216,4234.084306504993,down,3
2021-12-10,4105.782657199438,4169.933481852216,down,4
2021-12-10,4041.6318325466605,4105.782657199438,down,5
2021-12-10,3977.4810078938826,4041.6318325466605,down,6
2021-12-10,3913.330183241105,3977.4810078938826,down,7
2021-12-11,3977.4810078938826,4041.6318325466605,up,1
2021-12-12,4041.6318325466605,4105.782657199438,up,2
2021-12-13,3977.4810078938826,4041.6318325466605,down,1
2021-12-13,3913.330183241105,3977.4810078938826,down,2
2021-12-13,3849.179358588327,3913.330183241105,down,3
2021-12-13,3785.028533935549,3849.179358588327,down,4
2021-12-15,3849.179358588327,3913.330183241105,up,1
2021-12-15,3913.330183241105,3977.4810078938826,up,2
2021-12-23,3977.4810078938826,4041.6318325466605,up,3
2021-12-23,4041.6318325466605,4105.782657199438,up,4
2021-12-28,3977.4810078938826,4041.6318325466605,down,1
2021-12-28,3913.330183241105,3977.4810078938826,down,2
2021-12-28,3849.179358588327,3913.330183241105,down,3
2021-12-29,3785.028533935549,3849.179358588327,down,4
2021-12-29,3720.8777092827713,3785.028533935549,down,5
2021-12-29,3656.7268846299935,3720.8777092827713,down,6
2022-01-02,3720.8777092827713,3785.028533935549,up,1
2022-01-05,3656.7268846299935,3720.8777092827713,down,6
2022-01-05,3592.5760599772157,3656.7268846299935,down,7
2022-01-06,3528.425235324438,3592.5760599772157,down,8
2022-01-06,3464.27441067166,3528.425235324438,down,9
2022-01-07,3400.123586018882,3464.27441067166,down,10
2022-01-07,3335.9727613661044,3400.123586018882,down,11
2022-01-07,3271.8219367133265,3335.9727613661044,down,12
2022-01-07,3207.6711120605487,3271.8219367133265,down,13
2022-01-08,3143.520287407771,3207.6711120605487,down,14
2022-01-12,3207.6711120605487,3271.8219367133265,up,1
2022-01-12,3271.8219367133265,3335.9727613661044,up,2
2022-01-18,3207.6711120605487,3271.8219367133265,down,13
2022-01-19,3143.520287407771,3207.6711120605487,down,14
2022-01-20,3079.369462754993,3143.520287407771,down,15
2022-01-20,3015.218638102215,3079.369462754993,down,16
2022-01-21,2951.0678134494374,3015.218638102215,down,17
2022-01-21,2886.9169887966596,2951.0678134494374,down,18
2022-01-21,2822.7661641438817,2886.9169887966596,down,19
2022-01-21,2758.615339491104,2822.7661641438817,down,20
2022-01-21,2694.464514838326,2758.615339491104,down,21
2022-01-21,2630.3136901855482,2694.464514838326,down,22
2022-01-21,2566.1628655327704,2630.3136901855482,down,23
2022-01-22,2502.0120408799926,2566.1628655327704,down,24
2022-01-22,2437.8612162272148,2502.0120408799926,down,25
2022-01-29,2502.0120408799926,2566.1628655327704,up,1
2022-01-31,2566.1628655327704,2630.3136901855482,up,2
2022-02-01,2630.3136901855482,2694.464514838326,up,3
2022-02-01,2694.464514838326,2758.615339491104,up,4
2022-02-04,2758.615339491104,2822.7661641438817,up,5
2022-02-04,2822.7661641438817,2886.9169887966596,up,6
2022-02-04,2886.9169887966596,2951.0678134494374,up,7
2022-02-06,2951.0678134494374,3015.218638102215,up,8
2022-02-07,3015.218638102215,3079.369462754993,up,9
2022-02-09,3079.369462754993,3143.520287407771,up,10
2022-02-09,3143.520287407771,3207.6711120605487,up,11
2022-02-10,3079.369462754993,3143.520287407771,down,1
2022-02-11,3015.218638102215,3079.369462754993,down,2
2022-02-11,2951.0678134494374,3015.218638102215,down,3
